Timestamp,Device,Sensor,Sensor_Value
2019-06-10 17:27:56,0x99999,sensor_moisture,716
2019-06-10 19:39:55,0x99999,sensor_moisture,639
2019-06-10 20:00:09,0x99999,sensor_moisture,640
2019-06-10 21:00:09,0x99999,sensor_moisture,649
2019-06-10 22:00:09,0x99999,sensor_moisture,656
2019-06-10 23:00:08,0x99999,sensor_moisture,665
2019-06-11 00:00:09,0x99999,sensor_moisture,672
2019-06-11 01:00:09,0x99999,sensor_moisture,681
2019-06-11 02:00:09,0x99999,sensor_moisture,687
2019-06-11 03:00:09,0x99999,sensor_moisture,696
2019-06-11 04:00:08,0x99999,sensor_moisture,704
2019-06-11 05:00:09,0x99999,sensor_moisture,711
2019-06-11 06:00:08,0x99999,sensor_moisture,718
2019-06-11 07:00:09,0x99999,sensor_moisture,722
2019-06-11 08:00:08,0x99999,sensor_moisture,727
2019-06-11 09:00:08,0x99999,sensor_moisture,729
2019-06-11 10:00:09,0x99999,sensor_moisture,732
2019-06-11 11:00:09,0x99999,sensor_moisture,730
2019-06-11 12:00:09,0x99999,sensor_moisture,734
2019-06-11 13:00:09,0x99999,sensor_moisture,736
2019-06-11 14:00:09,0x99999,sensor_moisture,732
2019-06-11 15:00:08,0x99999,sensor_moisture,732
2019-06-11 16:00:09,0x99999,sensor_moisture,728
2019-06-11 17:00:08,0x99999,sensor_moisture,729
2019-06-11 18:00:09,0x99999,sensor_moisture,727
2019-06-11 19:00:08,0x99999,sensor_moisture,727
2019-06-11 20:00:08,0x99999,sensor_moisture,728
2019-06-11 21:00:08,0x99999,sensor_moisture,726
2019-06-11 22:00:08,0x99999,sensor_moisture,727
2019-06-11 23:00:08,0x99999,sensor_moisture,725
2019-06-12 00:00:08,0x99999,sensor_moisture,723
2019-06-12 01:00:08,0x99999,sensor_moisture,725
2019-06-12 02:00:08,0x99999,sensor_moisture,727
2019-06-12 03:00:08,0x99999,sensor_moisture,722
2019-06-12 04:00:08,0x99999,sensor_moisture,721
2019-06-12 05:00:08,0x99999,sensor_moisture,717
2019-06-12 06:00:08,0x99999,sensor_moisture,718
2019-06-12 07:00:08,0x99999,sensor_moisture,717
2019-06-12 08:00:08,0x99999,sensor_moisture,717
2019-06-12 09:00:08,0x99999,sensor_moisture,715
2019-06-12 10:00:08,0x99999,sensor_moisture,716
2019-06-12 11:00:08,0x99999,sensor_moisture,715
2019-06-12 12:00:08,0x99999,sensor_moisture,713
2019-06-12 12:22:26,0x99999,sensor_moisture,715
2019-06-12 12:38:01,0x99999,sensor_moisture,715
2019-06-12 12:38:03,0x99999,sensor_moisture,715
2019-06-12 12:43:01,0x99999,sensor_moisture,713
2019-06-12 12:43:03,0x99999,sensor_moisture,713
2019-06-12 13:01:07,0x99999,sensor_moisture,714
2019-06-12 13:05:43,0x99999,sensor_moisture,713
2019-06-12 13:08:58,0x99999,sensor_moisture,712
2019-06-12 13:10:25,0x99999,sensor_moisture,713
2019-06-12 13:20:02,0x99999,sensor_moisture,714
2019-06-12 14:00:03,0x99999,sensor_moisture,712
2019-06-12 15:00:03,0x99999,sensor_moisture,712
2019-06-12 16:00:03,0x99999,sensor_moisture,715
2019-06-12 17:00:03,0x99999,sensor_moisture,715
2019-06-12 18:00:03,0x99999,sensor_moisture,715
2019-06-12 19:00:03,0x99999,sensor_moisture,715
2019-06-12 20:00:03,0x99999,sensor_moisture,715
2019-06-12 21:00:04,0x99999,sensor_moisture,716
2019-06-12 22:00:03,0x99999,sensor_moisture,716
2019-06-12 23:00:03,0x99999,sensor_moisture,716
2019-06-13 00:00:04,0x99999,sensor_moisture,710
2019-06-13 01:00:03,0x99999,sensor_moisture,710
2019-06-13 02:00:03,0x99999,sensor_moisture,709
2019-06-13 03:00:03,0x99999,sensor_moisture,712
2019-06-13 04:00:03,0x99999,sensor_moisture,711
2019-06-13 05:00:03,0x99999,sensor_moisture,706
2019-06-13 06:00:03,0x99999,sensor_moisture,704
2019-06-13 07:00:03,0x99999,sensor_moisture,710
2019-06-13 08:00:03,0x99999,sensor_moisture,708
2019-06-13 09:00:03,0x99999,sensor_moisture,716
2019-06-13 10:00:03,0x99999,sensor_moisture,718
2019-06-13 11:00:03,0x99999,sensor_moisture,715
2019-06-13 12:00:03,0x99999,sensor_moisture,715
2019-06-13 13:00:03,0x99999,sensor_moisture,713
2019-06-13 14:00:03,0x99999,sensor_moisture,713
2019-06-13 15:00:03,0x99999,sensor_moisture,713
2019-06-13 16:00:03,0x99999,sensor_moisture,710
2019-06-13 17:00:03,0x99999,sensor_moisture,711
2019-06-13 18:00:03,0x99999,sensor_moisture,709
2019-06-13 19:00:03,0x99999,sensor_moisture,715
2019-06-13 20:00:03,0x99999,sensor_moisture,712
2019-06-13 21:00:03,0x99999,sensor_moisture,714
2019-06-13 22:00:03,0x99999,sensor_moisture,694
2019-06-14 00:00:03,0x99999,sensor_moisture,684
2019-06-14 01:00:03,0x99999,sensor_moisture,685
2019-06-14 02:00:03,0x99999,sensor_moisture,687
2019-06-14 03:00:03,0x99999,sensor_moisture,684
2019-06-14 04:00:03,0x99999,sensor_moisture,681
2019-06-14 05:00:03,0x99999,sensor_moisture,681
2019-06-14 06:00:03,0x99999,sensor_moisture,680
2019-06-14 07:00:03,0x99999,sensor_moisture,682
2019-06-14 08:00:03,0x99999,sensor_moisture,681
2019-06-14 09:00:03,0x99999,sensor_moisture,682
2019-06-14 10:00:03,0x99999,sensor_moisture,682
2019-06-14 11:00:03,0x99999,sensor_moisture,681
2019-06-14 12:00:03,0x99999,sensor_moisture,681
2019-06-14 13:00:03,0x99999,sensor_moisture,681
2019-06-14 14:00:03,0x99999,sensor_moisture,680
2019-06-14 15:00:03,0x99999,sensor_moisture,677
2019-06-14 16:00:03,0x99999,sensor_moisture,677
2019-06-14 17:00:03,0x99999,sensor_moisture,681
2019-06-14 18:00:03,0x99999,sensor_moisture,680
2019-06-14 19:00:03,0x99999,sensor_moisture,680
2019-06-14 21:00:03,0x99999,sensor_moisture,676
2019-06-14 22:00:03,0x99999,sensor_moisture,680
2019-06-14 23:00:03,0x99999,sensor_moisture,680
2019-06-15 00:00:03,0x99999,sensor_moisture,679
2019-06-15 01:00:03,0x99999,sensor_moisture,681
2019-06-15 02:00:03,0x99999,sensor_moisture,681
2019-06-15 03:00:03,0x99999,sensor_moisture,681
2019-06-15 04:00:03,0x99999,sensor_moisture,680
2019-06-15 05:00:03,0x99999,sensor_moisture,680
2019-06-15 06:00:03,0x99999,sensor_moisture,680
2019-06-15 07:00:03,0x99999,sensor_moisture,678
2019-06-15 08:00:03,0x99999,sensor_moisture,679
2019-06-15 09:00:03,0x99999,sensor_moisture,694
2019-06-15 10:00:03,0x99999,sensor_moisture,694
2019-06-15 11:00:03,0x99999,sensor_moisture,694
2019-06-15 12:00:03,0x99999,sensor_moisture,691
2019-06-15 13:00:03,0x99999,sensor_moisture,696
2019-06-15 14:00:03,0x99999,sensor_moisture,691
2019-06-15 15:00:03,0x99999,sensor_moisture,690
2019-06-15 19:13:46,0x99999,sensor_moisture,668
2019-06-15 19:26:06,0x99999,sensor_moisture,666
2019-06-15 20:00:03,0x99999,sensor_moisture,665
2019-06-15 21:00:03,0x99999,sensor_moisture,664
2019-06-15 22:00:03,0x99999,sensor_moisture,668
2019-06-15 23:00:03,0x99999,sensor_moisture,667
2019-06-16 00:00:03,0x99999,sensor_moisture,667
2019-06-16 01:00:03,0x99999,sensor_moisture,663
2019-06-16 02:00:03,0x99999,sensor_moisture,662
2019-06-16 03:00:03,0x99999,sensor_moisture,660
2019-06-16 04:00:03,0x99999,sensor_moisture,663
2019-06-16 05:00:03,0x99999,sensor_moisture,655
2019-06-16 06:00:03,0x99999,sensor_moisture,655
2019-06-16 07:00:03,0x99999,sensor_moisture,655
2019-06-16 08:00:03,0x99999,sensor_moisture,653
2019-06-16 09:00:03,0x99999,sensor_moisture,652
2019-06-16 10:00:03,0x99999,sensor_moisture,648
2019-06-16 11:00:03,0x99999,sensor_moisture,649
2019-06-16 12:00:03,0x99999,sensor_moisture,641
2019-06-16 13:00:03,0x99999,sensor_moisture,638
2019-06-16 14:00:04,0x99999,sensor_moisture,637
2019-06-16 15:00:03,0x99999,sensor_moisture,633
2019-06-16 16:00:03,0x99999,sensor_moisture,632
2019-06-16 17:00:03,0x99999,sensor_moisture,625
2019-06-16 18:00:03,0x99999,sensor_moisture,621
2019-06-16 19:00:03,0x99999,sensor_moisture,618
2019-06-16 20:00:04,0x99999,sensor_moisture,621
2019-06-16 21:00:03,0x99999,sensor_moisture,620
2019-06-16 22:00:03,0x99999,sensor_moisture,622
2019-06-16 23:00:03,0x99999,sensor_moisture,621
2019-06-17 00:00:03,0x99999,sensor_moisture,617
2019-06-17 01:00:03,0x99999,sensor_moisture,615
2019-06-17 02:00:03,0x99999,sensor_moisture,617
2019-06-17 03:00:03,0x99999,sensor_moisture,610
2019-06-17 04:00:03,0x99999,sensor_moisture,609
2019-06-17 05:00:03,0x99999,sensor_moisture,614
2019-06-17 06:00:03,0x99999,sensor_moisture,612
2019-06-17 07:00:03,0x99999,sensor_moisture,606
2019-06-17 08:00:03,0x99999,sensor_moisture,614
2019-06-17 09:00:03,0x99999,sensor_moisture,614
2019-06-17 10:00:04,0x99999,sensor_moisture,608
2019-06-17 11:00:03,0x99999,sensor_moisture,600
2019-06-17 12:00:03,0x99999,sensor_moisture,595
2019-06-17 13:00:03,0x99999,sensor_moisture,581
2019-06-17 14:00:03,0x99999,sensor_moisture,577
2019-06-17 15:00:04,0x99999,sensor_moisture,569
2019-06-17 16:00:05,0x99999,sensor_moisture,558
2019-06-17 17:00:05,0x99999,sensor_moisture,555
2019-06-17 18:00:05,0x99999,sensor_moisture,546
2019-06-17 19:00:04,0x99999,sensor_moisture,558
2019-06-17 20:00:03,0x99999,sensor_moisture,554
2019-06-17 21:00:03,0x99999,sensor_moisture,553
2019-06-17 22:00:03,0x99999,sensor_moisture,545
2019-06-17 23:00:03,0x99999,sensor_moisture,559
2019-06-18 00:00:03,0x99999,sensor_moisture,529
2019-06-18 01:00:03,0x99999,sensor_moisture,526
2019-06-18 02:00:03,0x99999,sensor_moisture,523
2019-06-18 03:00:03,0x99999,sensor_moisture,522
2019-06-18 04:00:03,0x99999,sensor_moisture,522
2019-06-18 05:00:03,0x99999,sensor_moisture,521
2019-06-18 06:00:03,0x99999,sensor_moisture,524
2019-06-18 07:00:03,0x99999,sensor_moisture,519
2019-06-18 08:00:03,0x99999,sensor_moisture,516
2019-06-18 09:00:03,0x99999,sensor_moisture,513
2019-06-18 10:00:03,0x99999,sensor_moisture,510
2019-06-18 11:00:04,0x99999,sensor_moisture,506
2019-06-18 12:00:03,0x99999,sensor_moisture,500
2019-06-18 13:00:03,0x99999,sensor_moisture,495
2019-06-18 14:00:03,0x99999,sensor_moisture,489
2019-06-18 15:00:03,0x99999,sensor_moisture,486
2019-06-18 16:00:03,0x99999,sensor_moisture,486
2019-06-18 17:00:03,0x99999,sensor_moisture,481
2019-06-18 18:00:03,0x99999,sensor_moisture,480
2019-06-18 19:00:03,0x99999,sensor_moisture,470
2019-06-18 20:00:03,0x99999,sensor_moisture,469
2019-06-18 21:00:03,0x99999,sensor_moisture,468
2019-06-18 22:00:03,0x99999,sensor_moisture,470
2019-06-18 23:00:03,0x99999,sensor_moisture,464
2019-06-19 00:00:03,0x99999,sensor_moisture,468
2019-06-19 01:00:03,0x99999,sensor_moisture,459
2019-06-19 02:00:03,0x99999,sensor_moisture,462
2019-06-19 03:00:03,0x99999,sensor_moisture,463
2019-06-19 04:00:03,0x99999,sensor_moisture,460
2019-06-19 05:00:03,0x99999,sensor_moisture,457
2019-06-19 06:00:03,0x99999,sensor_moisture,452
